id,name,zip,region,city,address,phone,mobile_phone,fax,email,web_site,category,sub_category,work_time,vkontakte,odnoklassniki,twitter,facebook,youtube,instagram,foursquare,livejournal,coordinates,city_coordinates
217706234839,Ремонт телефонов,109548,Москва и Московская область,Москва,"Шоссейная ул., 21/9, Москва, Россия",+7 (495) 021-17-02,,,,http://applegid.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт оргтехники, Ремонт телефонов","ежедневно, 09:00–20:00",,,,,,,,,37.72435 55.68581,37.617698 55.755864
1407713352,Maximum,192171,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"пер. Матюшенко, 8, Санкт-Петербург, Россия",,+7 (981) 113-43-20,,info@re-maximum.ru,http://re-maximum.ru/?utm_campaign=priority&utm_medium=maps&utm_source=yandex,Компьютеры,"Комиссионный магазин, Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 10:00–21:00",https://vk.com/re_maximum,,,,,https://www.instagram.com/re.maximum/,,,30.442764 59.876728,30.315644 59.938955
92836622746,Арт сервис,,Москва и Московская область,Москва,"ул. Александры Монаховой, вл30с2",,+7 (964) 777-79-07,,,,Видео- и фотоуслуги,"Ремонт телефонов, Фотоуслуги","ежедневно, 10:00–21:00",,,,,,,,,37.482978 55.566435,37.617698 55.755864
58097532222,К Марсу,127018,Москва и Московская область,Москва,"ул. Сущёвский Вал, 5, стр. 7",,+7 (905) 555-51-72,,,https://kmarsu.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт оргтехники, Ремонт телефонов","ежедневно, 10:00–21:00",https://vk.com/mirmarsa,https://ok.ru/profile/572909471301,https://twitter.com/MirMarsa,https://www.facebook.com/zubarev.laziz,,https://www.instagram.com/laziz_zubarev,,,37.590533 55.794129,37.617698 55.755864
207309591153,Apple God,121087,Москва и Московская область,Москва,"Багратионовский пр., 7, корп. 3, Москва, Россия",,+7 (903) 271-22-88,,,,Компьютеры,"Компьютерные аксессуары, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 10:00–21:00",,,,,,https://www.instagram.com/apple44god/,,,37.503778 55.74272,37.617698 55.755864
1108822487,RepairMobile,127018,Москва и Московская область,Москва,"ул. Сущёвский Вал, 5, стр. 1А",+7 (495) 210-13-90,+7 (985) 210-13-90,,"info@repairmobile.ru,  info@yandex.ru",https://repairmobile.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 10:00–20:00",https://vk.com/repairmobileru,,,https://www.facebook.com/repairmobileru/,,https://www.instagram.com/repairmobile.ru/,,,37.592146 55.793561,37.617698 55.755864
215076366651,Ремонт телефонов,109451,Москва и Московская область,Москва,"Братиславская ул., вл12, Москва, Россия",,+7 (915) 227-77-00,,,,Компьютеры,"Комиссионный магазин, Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 10:00–21:00",,,,,,,,,37.754377 55.659647,37.617698 55.755864
80184395937,Ремонт электроники,,Москва и Московская область,Москва,"Главная ул., 19Б, Восточный административный округ, район Восточный, Москва, Россия",,,,,,Мобильная связь,Ремонт телефонов,пн-сб 08:00–21:00; вс 09:00–20:00,,,,,,,,,37.869266 55.821792,37.617698 55.755864
243087567090,Мастерская по ремонту мобильных телефонов,121151,Москва и Московская область,Москва,"ул. Можайский Вал, 10, Москва, Россия",,,,,,Мобильная связь,Ремонт телефонов,"ежедневно, 09:00–18:00",,,,,,,,,37.554462 55.742184,37.617698 55.755864
239835494926,T-mobile,140170,Москва и Московская область,Бронницы,"Советская ул., 155, стр. 1, Бронницы, Россия",,+7 (965) 136-86-36,,,,Мобильная связь,"Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 09:00–21:00",,,,,,https://www.instagram.com/t_mobile.accessories,,,38.284203 55.415889,38.264243 55.42565
201991291558,Сервисный центр Д-порт,188480,Санкт-Петербург и Ленинградская область,Кингисепп,"Октябрьская ул., 13, Кингисепп, Россия",,+7 (961) 612-41-41,,d-port@inbox.ru,https://д-порт.рф/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт аудиотехники и видеотехники, Ремонт телефонов",пн-пт 10:00–19:00; сб 10:00–17:00,https://vk.com/dport.service,,,,,https://www.instagram.com/dport.service,,,28.61029 59.375615,28.601209 59.378053
182905231490,Repair Mitino,125464,Москва и Московская область,Москва,"Пятницкое ш., 18, Москва, Россия",+7 (495) 507-72-31,,,repair@repairmitino.ru,https://repairmitino.ru/,Мобильная связь,"Ремонт телефонов, Товары для мобильных телефонов","пн-пт 10:00–19:00; сб,вс 09:00–19:00",,,,,,https://www.instagram.com/repairmitino/,,,37.383077 55.844943,37.617698 55.755864
1741532550,Моби-тех,127411,Москва и Московская область,Москва,"Дмитровское ш., 151, корп. 5, Москва, Россия",,"+7 (926) 378-07-92, +7 (977) 711-45-16",,kataran@list.ru,http://pcsever.jimdo.com/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 12:00–20:00",https://vk.com/public132453140,,,,,,,,37.541283 55.896623,37.617698 55.755864
79988056986,Сервис центр Gpda,127473,Москва и Московская область,Москва,"1-й Щемиловский пер., 16, стр. 2, Москва, Россия",+7 (495) 508-20-20,+7 (903) 508-20-20,,,http://gpda.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов",пн-пт 12:00–20:00,http://vk.com/club1815547,,http://twitter.com/gpda_ru,http://facebook.com/gpda.ru,,https://www.instagram.com/gpdaru,,,37.606982 55.778932,37.617698 55.755864
215848218562,"Mosservice24.ru - Ремонт iPhone, Замена стекла iPhone 11 про, XS Max Xr 8 7 6 5 Plus х",129327,Москва и Московская область,Москва,"Енисейская ул., 22, корп. 2, Москва, Россия",+7 (495) 151-00-17,,,info@reg.ru,http://mosservice24.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт оргтехники, Ремонт телефонов","ежедневно, 09:00–20:00",,,,,,,,,37.664905 55.868915,37.617698 55.755864
207106960332,Мега Скупка,142200,Москва и Московская область,Серпухов,"ул. Ворошилова, 122, Серпухов, Россия",,"+7 (977) 189-91-54, +7 (926) 761-01-50",,,,Мобильная связь,"Комиссионный магазин, Ремонт телефонов, Скупка золота и ювелирных изделий","ежедневно, 09:00–20:00",,,,,,https://www.instagram.com/megaskupka,,,37.4326 54.919689,37.416601 54.913681
105734372232,Ремонт телефонов,194355,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"ул. Жени Егоровой, 8, Санкт-Петербург, Россия",,,,,,Мобильная связь,Ремонт телефонов,пн-сб 11:00–21:00,https://vk.com/uem_pmu,,,,,,,,30.3093 60.063744,30.315644 59.938955
158413404980,ITechnis,197022,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Каменноостровский просп., 38/96, Санкт-Петербург, Россия",,+7 (905) 208-66-68,,itechnis@yandex.ru,http://www.itechnis.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов",пн-сб 11:00–20:00; вс 12:00–18:00,,,,,,https://www.instagram.com/itechnis,,,30.310846 59.965798,30.315644 59.938955
88258774044,АП-Сервис,199226,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"бул. Александра Грина, 1",,+7 (999) 244-16-91,,"miro_roman2@mail.ru,  gundzu@yandex.ru",https://up-service.net/,Компьютеры,"Компьютерный ремонт и услуги, Копировальный центр, Ремонт телефонов","пн-пт 10:00–20:00; сб,вс 13:00–18:00",https://vk.com/upservicenet,,,,,https://www.instagram.com/up7service/,,,30.203836 59.937299,30.315644 59.938955
38287659914,Ml сервис,,Москва и Московская область,Химки,"1, район Новокуркино, 8-й микрорайон, Химки, Россия",,,,moslcdrus@yandex.ru,https://service-ml.ru/,Мобильная связь,Ремонт телефонов,пн-пт 10:00–22:00,,,,,,http://instagram.com/mlservice_msk,,,37.396562 55.909657,37.444853 55.889361
230997084450,Телеателье,127572,Москва и Московская область,Москва,"Абрамцевская ул., 9, корп. 1, Москва, Россия",8 (800) 100-56-75,,,info@teleatele.ru,http://teleatele.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт аудиотехники и видеотехники, Ремонт телефонов","пн-пт 10:00–19:00; сб,вс 11:00–16:00",http://vk.com/teleatele,,,,,,,,37.572303 55.903016,37.617698 55.755864
192044459826,AM Service,190031,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Гражданская ул., 3, Санкт-Петербург, Россия",,+7 (991) 025-72-36,,,,Мобильная связь,Ремонт телефонов,"ежедневно, 10:00–21:00",,,,,,https://instagram.com/am_servise?igshid=1vayl9rbyz8sc,,,30.314714 59.928776,30.315644 59.938955
63711125160,Ремонт скупка,195276,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"просп. Культуры, 25, корп. 4",,,,,,Мобильная связь,"Комиссионный магазин, Ремонт телефонов",,,,,,,,,,30.378984 60.047718,30.315644 59.938955
127407125170,Lux store,117556,Москва и Московская область,Москва,"Чонгарский бул., 7, Москва, Россия",,"+7 (916) 804-38-09, +7 (915) 412-36-16",,info@reg.ru,,Мобильная связь,"Бронированные стекла, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 10:00–22:00",,,,,,,,,37.612462 55.651529,37.617698 55.755864
244543937498,Predator Service,127018,Москва и Московская область,Москва,"ул. Сущёвский Вал, 5, стр. 6, Москва, Россия",,+7 (905) 506-87-87,,info@msk-acer.ru,http://msk-acer.ru/,Мобильная связь,Ремонт телефонов,"ежедневно, 10:00–21:00",,,,,,,,,37.591692 55.795236,37.617698 55.755864
169120292862,Техно Точка,109316,Москва и Московская область,Москва,"Волгоградский просп., 32, корп. 8, Москва, Россия",,,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 10:00–20:00",,,,,,,,,37.687485 55.723209,37.617698 55.755864
1214446021,Репэйр Лэнд,196158,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"ул. Ленсовета, 88, Санкт-Петербург, Россия","+7 (812) 903-10-90, +7 (812) 941-89-06",,,repair-land2@yandex.ru,http://www.repair-land.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ноутбуки и планшеты, Ремонт телефонов","пн-пт 10:00–20:00; сб,вс 10:00–18:00",https://vk.com/repairland,,,,,,,,30.35125 59.833478,30.315644 59.938955
74549972404,Яблоко,125412,Москва и Московская область,Москва,"Коровинское ш., 33А",+7 (499) 404-19-38,,,,,Компьютеры,"Комиссионный магазин, Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 09:00–22:00",,,,,,,,,37.518057 55.882222,37.617698 55.755864
67851887455,Ремсистем,198328,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"ул. Маршала Захарова, 20, Санкт-Петербург, Россия",+7 (812) 987-63-62,+7 (904) 332-46-36,,stanmartin@mail.ru,https://remsyst.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт аудиотехники и видеотехники, Ремонт телефонов","пн-пт 11:00–20:00; сб,вс 12:00–19:00",https://vk.com/remsistem,,,,,,,,30.179649 59.857313,30.315644 59.938955
127852836107,ААА,125239,Москва и Московская область,Москва,"Новопетровская ул., 3, Москва, Россия",,,,,,Бытовые услуги,"Ремонт аудиотехники и видеотехники, Ремонт телефонов",,,,,,,,,,37.521255 55.827681,37.617698 55.755864
228747905952,IPhone&MacBook,193232,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"просп. Большевиков, 24, корп. 1, Санкт-Петербург, Россия",+7 (812) 507-68-42,,,,https://iphonemacbook-1626534095.clients.site/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, круглосуточно",,,,,,,,,30.490445 59.900119,30.315644 59.938955
1052516272,Complife,188301,Санкт-Петербург и Ленинградская область,Гатчина,"ул. 120-й Гатчинской Дивизии, 1А, Гатчина, Россия",,+7 (962) 723-46-37,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт оргтехники, Ремонт телефонов",пн-пт 10:00–18:00,,,,,,,,,30.056246 59.567941,30.122892 59.56841
210118353207,Моби-Доктор,117152,Москва и Московская область,Москва,"Севастопольский просп., 11Е, Москва, Россия",,"+7 (991) 344-17-54, +7 (977) 974-41-52",,info@mobi-doctor.ru,https://www.mobi-doctor.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 10:00–22:00",https://vk.com/mobi.doctor,,,,,http://instagram.com/mobi___doctor,,,37.604124 55.687333,37.617698 55.755864
242634527528,Дом быта,,Москва и Московская область,Мытищи,"Стрелковая ул., 8, Мытищи, Россия",,+7 (906) 097-14-14,,,,Бытовые услуги,"Бытовые услуги, Ремонт телефонов, Фотоуслуги","ежедневно, 10:00–20:00",,,,,,https://www.instagram.com/strelkovaya8/,,,37.775685 55.943293,37.736743 55.909968
113582586623,Бытовые услуги,198260,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"просп. Ветеранов, 76",,,,,,Компьютеры,"Компьютерный ремонт и услуги, Металлоремонт, Ремонт обуви, Ремонт телефонов",,,,,,,,,,30.21934 59.83355,30.315644 59.938955
127604456430,Ремонт телефонов,108813,Москва и Московская область,Московский,"ул. Хабарова, 2",,+7 (958) 222-72-27,,,,Мобильная связь,"Ремонт телефонов, Товары для мобильных телефонов","ежедневно, 10:00–22:00",,,,,,,,,37.35008 55.59309,37.346551 55.602149
151454460262,Мастерская It-express master,,Москва и Московская область,Москва,"5, посёлок Фабрики имени 1 Мая, Россия",,+7 (916) 487-89-87,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт бытовой техники, Ремонт телефонов","ежедневно, 10:00–20:00",,,,,,,,,37.503091 55.488376,37.617698 55.755864
72493381081,Copy-Град,191119,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Звенигородская ул., 4, Санкт-Петербург, Россия",,,,,,Компьютеры,"Компьютерный ремонт и услуги, Копировальный центр, Расходные материалы для оргтехники, Ремонт аудиотехники и видеотехники, Ремонт оргтехники, Ремонт телефонов, Фотоуслуги","пн-пт 10:00–20:00; сб,вс 11:00–19:00",,,,,,,,,30.336529 59.922698,30.315644 59.938955
67094968454,Мастерская по ремонту мобильных телефонов и компьютеров,141070,Москва и Московская область,Королёв,"ул. Фрунзе, 2, Королёв, Россия",,+7 (917) 568-17-01,,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов",пн-пт 11:00–18:00; сб 11:00–16:00,,,,,,,,,37.822173 55.923907,37.815211 55.918953
146297800019,M&SСервис,125635,Москва и Московская область,Москва,"Базовская ул., 15, корп. 1, Москва, Россия",,"+7 (926) 877-72-73, +7 (991) 304-58-35",,,,Видео- и фотоуслуги,"Копировальный центр, Ремонт телефонов, Фотоуслуги","ежедневно, 10:00–22:00",,,,,,,,,37.505157 55.876975,37.617698 55.755864
223228735319,Сервисный центр Upgrade,194356,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"просп. Энгельса, 136, корп. 1, Санкт-Петербург, Россия",+7 (812) 603-61-31,,,,https://upgradeservice.ru/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт аудиотехники и видеотехники, Ремонт телефонов",,http://vk.com/upgrade_service_spb,,,,,https://www.instagram.com/upg_service/,,,30.331874 60.05028,30.315644 59.938955
232065562955,IPhone&MacBook,197082,Санкт-Петербург и Ленинградская область,Санкт-Петербург,"Туристская ул., 35, корп. 2, Санкт-Петербург, Россия",+7 (812) 507-68-42,,,,https://iphonemacbook-turistskaja-ulitsa.clients.site/,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, круглосуточно",,,,,,,,,30.216164 60.008689,30.315644 59.938955
55668575893,DocktorMobil,121609,Москва и Московская область,Москва,"Рублёвское ш., 30, корп. 1",,+7 (925) 159-95-64,,,,Компьютеры,"Компьютерный ремонт и услуги, Ноутбуки и планшеты, Ремонт телефонов","пн-пт 10:00–20:00; сб,вс 11:00–18:00",https://vk.com/remont_itehniki,,,https://www.facebook.com/DocktorMobil-103331948455878,,https://www.instagram.com/docktormobil,,,37.420509 55.747105,37.617698 55.755864
200164273374,Ремонт компьютеров,117186,Москва и Московская область,Москва,"Нагорная ул., 24, корп. 2, Москва, Россия",,+7 (958) 804-23-08,,,http://computer-repair-service-22103525.business.site/,Компьютеры,"IT-компания, Компьютерный ремонт и услуги, Ремонт телефонов","ежедневно, 11:00–20:00",,,,,,https://www.instagram.com/techkotel/,,,37.601356 55.678202,37.617698 55.755864
239340188840,РэдЭппл,125315,Москва и Московская область,Москва,"Ленинградский просп., 80, корп. 17, Москва, Россия",,"+7 (966) 081-44-35, +7 (916) 384-28-96",,,,Компьютеры,"Компьютерный ремонт и услуги, Ремонт телефонов",пн-пт 10:30–20:00; сб 13:00–18:00,,,,https://www.facebook.com/ArtemRedAppleService,,,,,37.510648 55.807679,37.617698 55.755864
156928088288,Скупка МОБ,127018,Москва и Московская область,Москва,"ул. Сущёвский Вал, 5, стр. 12, Москва, Россия",,"+7 (930) 404-97-04, +7 (985) 007-08-01",,deni56@mail.ru,https://skupka-mob.ru/,Мобильная связь,"Комиссионный магазин, Ремонт телефонов, Салон связи","ежедневно, 10:00–21:00",,,,,,,,,37.592493 55.795974,37.617698 55.755864
244867612183,Upgrade,143500,Москва и Московская область,Истра,"ул. 9 Гвардейской Дивизии, 9, корп. 3, Истра, Россия",,+7 (977) 585-17-19,,,,Мобильная связь,Ремонт телефонов,,,,,,,,,,36.866431 55.913113,36.859017 55.91466
